Country;Year;Series;Value
Italy;2019;Population mid-year estimates for females (millions);31.0891
Italy;2019;Sex ratio (males per 100 females);94.7634
Italy;2019;Population aged 0 to 14 years old (percentage);13.1667
Italy;2019;Population aged 60+ years old (percentage);29.3835
Italy;2019;Population density;205.8546
Jamaica;2005;Population mid-year estimates (millions);2.7400
Jamaica;2005;Population mid-year estimates for males (millions);1.3575
Jamaica;2005;Population mid-year estimates for females (millions);1.3825
Jamaica;2005;Sex ratio (males per 100 females);98.1977
Jamaica;2005;Population aged 0 to 14 years old (percentage);30.1276
Jamaica;2005;Population aged 60+ years old (percentage);10.6899
Jamaica;2005;Population density;253.0012
Jamaica;2010;Population mid-year estimates (millions);2.8105
Jamaica;2010;Population mid-year estimates for males (millions);1.3975
Jamaica;2010;Population mid-year estimates for females (millions);1.4130
Jamaica;2010;Sex ratio (males per 100 females);98.9073
Jamaica;2010;Population aged 0 to 14 years old (percentage);27.0139
Jamaica;2010;Population aged 60+ years old (percentage);11.4053
Jamaica;2010;Population density;259.5069
Jamaica;2017;Population mid-year estimates (millions);2.9208
Jamaica;2017;Population mid-year estimates for males (millions);1.4508
Jamaica;2017;Population mid-year estimates for females (millions);1.4700
Jamaica;2017;Sex ratio (males per 100 females);98.6962
Jamaica;2017;Population aged 0 to 14 years old (percentage);24.0142
Jamaica;2017;Population aged 60+ years old (percentage);12.4007
Jamaica;2017;Population density;269.6997
Jamaica;2017;Surface area (thousand km2);10.9905
Jamaica;2019;Population mid-year estimates (millions);2.9483
Jamaica;2019;Population mid-year estimates for males (millions);1.4637
Jamaica;2019;Population mid-year estimates for females (millions);1.4846
Jamaica;2019;Sex ratio (males per 100 females);98.5964
Jamaica;2019;Population aged 0 to 14 years old (percentage);23.5312
Jamaica;2019;Population aged 60+ years old (percentage);12.9719
Jamaica;2019;Population density;272.2326
Japan;2005;Population mid-year estimates (millions);128.3261
Japan;2005;Population mid-year estimates for males (millions);62.8856
Japan;2005;Population mid-year estimates for females (millions);65.4405
Japan;2005;Sex ratio (males per 100 females);96.0958
Japan;2005;Population aged 0 to 14 years old (percentage);13.8299
Japan;2005;Population aged 60+ years old (percentage);26.3041
Japan;2005;Population density;352.0076
Japan;2007;Population mid-year estimates (millions);128.4941
Japan;2007;Population mid-year estimates for males (millions);62.9169
Japan;2007;Population mid-year estimates for females (millions);65.5772
Japan;2007;Sex ratio (males per 100 females);95.9433
Japan;2007;Population aged 0 to 14 years old (percentage);13.5868
Japan;2007;Population aged 60+ years old (percentage);27.8932
Japan;2007;Population density;352.4682
Japan;2007;Surface area (thousand km2);377.9300
Japan;2010;Population mid-year estimates (millions);128.5424
Japan;2010;Population mid-year estimates for males (millions);62.8745
Japan;2010;Population mid-year estimates for females (millions);65.6678
Japan;2010;Sex ratio (males per 100 females);95.7463
Japan;2010;Population aged 0 to 14 years old (percentage);13.3548
Japan;2010;Population aged 60+ years old (percentage);30.2905
Japan;2010;Population density;352.6007
Japan;2019;Population mid-year estimates (millions);126.8603
Japan;2019;Population mid-year estimates for males (millions);61.9503
Japan;2019;Population mid-year estimates for females (millions);64.9100
Japan;2019;Sex ratio (males per 100 females);95.4403
Japan;2019;Population aged 0 to 14 years old (percentage);12.5730
Japan;2019;Population aged 60+ years old (percentage);34.0143
Japan;2019;Population density;347.9867
Jordan;2005;Population mid-year estimates (millions);5.7656
Jordan;2005;Population mid-year estimates for males (millions);2.9746
Jordan;2005;Population mid-year estimates for females (millions);2.7910
Jordan;2005;Sex ratio (males per 100 females);106.5765
Jordan;2005;Population aged 0 to 14 years old (percentage);38.2432
Jordan;2005;Population aged 60+ years old (percentage);5.2198
Jordan;2005;Population density;64.9429
Jordan;2010;Population mid-year estimates (millions);7.2615
Jordan;2010;Population mid-year estimates for males (millions);3.7035
Jordan;2010;Population mid-year estimates for females (millions);3.5580
Jordan;2010;Sex ratio (males per 100 females);104.0887
Jordan;2010;Population aged 0 to 14 years old (percentage);37.4776
Jordan;2010;Population aged 60+ years old (percentage);5.3751
Jordan;2010;Population density;81.7925
Jordan;2017;Population mid-year estimates (millions);9.7858
Jordan;2017;Population mid-year estimates for males (millions);4.9528
Jordan;2017;Population mid-year estimates for females (millions);4.8331
Jordan;2017;Sex ratio (males per 100 females);102.4768
Jordan;2017;Population aged 0 to 14 years old (percentage);34.8862
Jordan;2017;Population aged 60+ years old (percentage);5.6670
Jordan;2017;Population density;110.2258
Jordan;2017;Surface area (thousand km2);89.3180
Jordan;2019;Population mid-year estimates (millions);10.1017
Jordan;2019;Population mid-year estimates for males (millions);5.1132
Jordan;2019;Population mid-year estimates for females (millions);4.9885
Jordan;2019;Sex ratio (males per 100 females);102.5004
Jordan;2019;Population aged 0 to 14 years old (percentage);33.5622
Jordan;2019;Population aged 60+ years old (percentage);5.9161
Jordan;2019;Population density;113.7834
Kazakhstan;2005;Population mid-year estimates (millions);15.4028
Kazakhstan;2005;Population mid-year estimates for males (millions);7.4193
Kazakhstan;2005;Population mid-year estimates for females (millions);7.9835
Kazakhstan;2005;Sex ratio (males per 100 females);92.9319
Kazakhstan;2005;Population aged 0 to 14 years old (percentage);24.4839
Kazakhstan;2005;Population aged 60+ years old (percentage);10.0988
Kazakhstan;2005;Population density;5.7054
Kazakhstan;2010;Population mid-year estimates (millions);16.2523
Kazakhstan;2010;Population mid-year estimates for males (millions);7.8555
Kazakhstan;2010;Population mid-year estimates for females (millions);8.3968
Kazakhstan;2010;Sex ratio (males per 100 females);93.5542
Kazakhstan;2010;Population aged 0 to 14 years old (percentage);24.0550
Kazakhstan;2010;Population aged 60+ years old (percentage);9.8573
Kazakhstan;2010;Population density;6.0200
Kazakhstan;2017;Population mid-year estimates (millions);18.0800
Kazakhstan;2017;Population mid-year estimates for males (millions);8.7621
Kazakhstan;2017;Population mid-year estimates for females (millions);9.3179
Kazakhstan;2017;Sex ratio (males per 100 females);94.0358
Kazakhstan;2017;Population aged 0 to 14 years old (percentage);27.9149
Kazakhstan;2017;Population aged 60+ years old (percentage);11.2877
Kazakhstan;2017;Population density;6.6970
Kazakhstan;2017;Surface area (thousand km2);2724.9020
Kazakhstan;2019;Population mid-year estimates (millions);18.5514
Kazakhstan;2019;Population mid-year estimates for males (millions);8.9998
Kazakhstan;2019;Population mid-year estimates for females (millions);9.5517
Kazakhstan;2019;Sex ratio (males per 100 females);94.2217
Kazakhstan;2019;Population aged 0 to 14 years old (percentage);28.8812
Kazakhstan;2019;Population aged 60+ years old (percentage);11.8639
Kazakhstan;2019;Population density;6.8717
Kenya;2005;Population mid-year estimates (millions);36.6249
Kenya;2005;Population mid-year estimates for males (millions);18.1720
Kenya;2005;Population mid-year estimates for females (millions);18.4529
Kenya;2005;Sex ratio (males per 100 females);98.4780
Kenya;2005;Population aged 0 to 14 years old (percentage);44.0270
Kenya;2005;Population aged 60+ years old (percentage);3.1501
Kenya;2005;Population density;64.3513
Kenya;2010;Population mid-year estimates (millions);42.0307
Kenya;2010;Population mid-year estimates for males (millions);20.8688
Kenya;2010;Population mid-year estimates for females (millions);21.1618
Kenya;2010;Sex ratio (males per 100 females);98.6154
Kenya;2010;Population aged 0 to 14 years old (percentage);43.4413
Kenya;2010;Population aged 60+ years old (percentage);3.2031
Kenya;2010;Population density;73.8495
Kenya;2017;Population mid-year estimates (millions);50.2211
Kenya;2017;Population mid-year estimates for males (millions);24.9501
Kenya;2017;Population mid-year estimates for females (millions);25.2710
Kenya;2017;Sex ratio (males per 100 females);98.7303
Kenya;2017;Population aged 0 to 14 years old (percentage);40.3500
Kenya;2017;Population aged 60+ years old (percentage);3.8101
Kenya;2017;Population density;88.2404
Kenya;2017;Surface area (thousand km2);591.9580
Kenya;2019;Population mid-year estimates (millions);52.5740
Kenya;2019;Population mid-year estimates for males (millions);26.1224
Kenya;2019;Population mid-year estimates for females (millions);26.4516
Kenya;2019;Sex ratio (males per 100 females);98.7555
Kenya;2019;Population aged 0 to 14 years old (percentage);39.1934
Kenya;2019;Population aged 60+ years old (percentage);4.0397
Kenya;2019;Population density;92.3744
Kiribati;2005;Population mid-year estimates (millions);0.0923
Kiribati;2005;Population mid-year estimates for males (millions);0.0455
Kiribati;2005;Population mid-year estimates for females (millions);0.0468
Kiribati;2005;Sex ratio (males per 100 females);97.1112
Kiribati;2005;Population aged 0 to 14 years old (percentage);36.9207
Kiribati;2005;Population aged 60+ years old (percentage);5.4037
Kiribati;2005;Population density;113.9815
Kiribati;2010;Population mid-year estimates (millions);0.1029
Kiribati;2010;Population mid-year estimates for males (millions);0.0507
Kiribati;2010;Population mid-year estimates for females (millions);0.0523
Kiribati;2010;Sex ratio (males per 100 females);96.8822
Kiribati;2010;Population aged 0 to 14 years old (percentage);36.1013
Kiribati;2010;Population aged 60+ years old (percentage);5.4903
Kiribati;2010;Population density;127.0704
Kiribati;2017;Population mid-year estimates (millions);0.1142
Kiribati;2017;Population mid-year estimates for males (millions);0.0561
Kiribati;2017;Population mid-year estimates for females (millions);0.0581
Kiribati;2017;Sex ratio (males per 100 females);96.5918
Kiribati;2017;Population aged 0 to 14 years old (percentage);35.1460
Kiribati;2017;Population aged 60+ years old (percentage);6.1012
Kiribati;2017;Population density;140.9358
Kiribati;2017;Surface area (thousand km2);0.7263
Kiribati;2019;Population mid-year estimates (millions);0.1176
Kiribati;2019;Population mid-year estimates for males (millions);0.0578
Kiribati;2019;Population mid-year estimates for females (millions);0.0598
Kiribati;2019;Sex ratio (males per 100 females);96.7149
Kiribati;2019;Population aged 0 to 14 years old (percentage);35.8383
Kiribati;2019;Population aged 60+ years old (percentage);6.5014
Kiribati;2019;Population density;145.1926
Kuwait;2005;Population mid-year estimates (millions);2.2702
Kuwait;2005;Population mid-year estimates for males (millions);1.3405
Kuwait;2005;Population mid-year estimates for females (millions);0.9297
Kuwait;2005;Sex ratio (males per 100 females);144.1804
Kuwait;2005;Population aged 0 to 14 years old (percentage);25.9750
Kuwait;2005;Population aged 60+ years old (percentage);3.6141
Kuwait;2005;Population density;127.3961
Kuwait;2010;Population mid-year estimates (millions);2.9919
Kuwait;2010;Population mid-year estimates for males (millions);1.7299
Kuwait;2010;Population mid-year estimates for females (millions);1.2620
Kuwait;2010;Sex ratio (males per 100 females);137.0725
Kuwait;2010;Population aged 0 to 14 years old (percentage);23.2170
Kuwait;2010;Population aged 60+ years old (percentage);3.4328
Kuwait;2010;Population density;167.8947
Kuwait;2017;Population mid-year estimates (millions);4.0561
Kuwait;2017;Population mid-year estimates for males (millions);2.4287
Kuwait;2017;Population mid-year estimates for females (millions);1.6274
Kuwait;2017;Sex ratio (males per 100 females);149.2402
Kuwait;2017;Population aged 0 to 14 years old (percentage);21.4225
Kuwait;2017;Population aged 60+ years old (percentage);4.9946
Kuwait;2017;Population density;227.6150
Kuwait;2017;Surface area (thousand km2);17.8180
Kuwait;2019;Population mid-year estimates (millions);4.2071
Kuwait;2019;Population mid-year estimates for males (millions);2.5631
Kuwait;2019;Population mid-year estimates for females (millions);1.6440
Kuwait;2019;Sex ratio (males per 100 females);155.9015
Kuwait;2019;Population aged 0 to 14 years old (percentage);21.5698
Kuwait;2019;Population aged 60+ years old (percentage);5.9971
Kuwait;2019;Population density;236.0877
Kyrgyzstan;2005;Population mid-year estimates (millions);5.0753
Kyrgyzstan;2005;Population mid-year estimates for males (millions);2.5157
Kyrgyzstan;2005;Population mid-year estimates for females (millions);2.5596
Kyrgyzstan;2005;Sex ratio (males per 100 females);98.2858
Kyrgyzstan;2005;Population aged 0 to 14 years old (percentage);30.9562
Kyrgyzstan;2005;Population aged 60+ years old (percentage);7.0647
Kyrgyzstan;2005;Population density;26.4617
Kyrgyzstan;2010;Population mid-year estimates (millions);5.4223
Kyrgyzstan;2010;Population mid-year estimates for males (millions);2.6797
Kyrgyzstan;2010;Population mid-year estimates for females (millions);2.7426
Kyrgyzstan;2010;Sex ratio (males per 100 females);97.7051
Kyrgyzstan;2010;Population aged 0 to 14 years old (percentage);29.8969
Kyrgyzstan;2010;Population aged 60+ years old (percentage);6.4446
Kyrgyzstan;2010;Population density;28.2706
Kyrgyzstan;2017;Population mid-year estimates (millions);6.1897
Kyrgyzstan;2017;Population mid-year estimates for males (millions);3.0627
Kyrgyzstan;2017;Population mid-year estimates for females (millions);3.1270
Kyrgyzstan;2017;Sex ratio (males per 100 females);97.9429
Kyrgyzstan;2017;Population aged 0 to 14 years old (percentage);32.1807
Kyrgyzstan;2017;Population aged 60+ years old (percentage);7.3726
Kyrgyzstan;2017;Population density;32.2718
Kyrgyzstan;2017;Surface area (thousand km2);199.9490
Kyrgyzstan;2019;Population mid-year estimates (millions);6.4159
Kyrgyzstan;2019;Population mid-year estimates for males (millions);3.1739
Kyrgyzstan;2019;Population mid-year estimates for females (millions);3.2419
Kyrgyzstan;2019;Sex ratio (males per 100 females);97.9010
Kyrgyzstan;2019;Population aged 0 to 14 years old (percentage);32.5017
Kyrgyzstan;2019;Population aged 60+ years old (percentage);7.8433
Kyrgyzstan;2019;Population density;33.4507
Lao People's Dem. Rep.;2005;Population mid-year estimates (millions);5.7517
Lao People's Dem. Rep.;2005;Population mid-year estimates for males (millions);2.8459
Lao People's Dem. Rep.;2005;Population mid-year estimates for females (millions);2.9057
Lao People's Dem. Rep.;2005;Sex ratio (males per 100 females);97.9421
Lao People's Dem. Rep.;2005;Population aged 0 to 14 years old (percentage);40.3110
Lao People's Dem. Rep.;2005;Population aged 60+ years old (percentage);5.4608
Lao People's Dem. Rep.;2005;Population density;24.9206
Lao People's Dem. Rep.;2010;Population mid-year estimates (millions);6.2492
Lao People's Dem. Rep.;2010;Population mid-year estimates for males (millions);3.0994
Lao People's Dem. Rep.;2010;Population mid-year estimates for females (millions);3.1497
Lao People's Dem. Rep.;2010;Sex ratio (males per 100 females);98.4029
Lao People's Dem. Rep.;2010;Population aged 0 to 14 years old (percentage);36.4320
Lao People's Dem. Rep.;2010;Population aged 60+ years old (percentage);5.5883
Lao People's Dem. Rep.;2010;Population density;27.0761
Lao People's Dem. Rep.;2017;Population mid-year estimates (millions);6.9530
Lao People's Dem. Rep.;2017;Population mid-year estimates for males (millions);3.4915
Lao People's Dem. Rep.;2017;Population mid-year estimates for females (millions);3.4615
Lao People's Dem. Rep.;2017;Sex ratio (males per 100 females);100.8676
Lao People's Dem. Rep.;2017;Population aged 0 to 14 years old (percentage);32.8829
Lao People's Dem. Rep.;2017;Population aged 60+ years old (percentage);6.3571
Lao People's Dem. Rep.;2017;Population density;30.1258
Lao People's Dem. Rep.;2017;Surface area (thousand km2);236.8000
Lao People's Dem. Rep.;2019;Population mid-year estimates (millions);7.1695
Lao People's Dem. Rep.;2019;Population mid-year estimates for males (millions);3.5990
Lao People's Dem. Rep.;2019;Population mid-year estimates for females (millions);3.5704
Lao People's Dem. Rep.;2019;Sex ratio (males per 100 females);100.8010
Lao People's Dem. Rep.;2019;Population aged 0 to 14 years old (percentage);32.3030
Lao People's Dem. Rep.;2019;Population aged 60+ years old (percentage);6.6353
Lao People's Dem. Rep.;2019;Population density;31.0635
Latvia;2005;Population mid-year estimates (millions);2.2520
Latvia;2005;Population mid-year estimates for males (millions);1.0325
Latvia;2005;Population mid-year estimates for females (millions);1.2195
Latvia;2005;Sex ratio (males per 100 females);84.6660
Latvia;2005;Population aged 0 to 14 years old (percentage);14.6798
Latvia;2005;Population aged 60+ years old (percentage);22.4931
Latvia;2005;Population density;36.2057
Latvia;2010;Population mid-year estimates (millions);2.1189
Latvia;2010;Population mid-year estimates for males (millions);0.9703
Latvia;2010;Population mid-year estimates for females (millions);1.1486
Latvia;2010;Sex ratio (males per 100 females);84.4744
Latvia;2010;Population aged 0 to 14 years old (percentage);14.0892
Latvia;2010;Population aged 60+ years old (percentage);23.5816
Latvia;2010;Population density;34.0653
Latvia;2017;Population mid-year estimates (millions);1.9511
Latvia;2017;Population mid-year estimates for males (millions);0.8962
Latvia;2017;Population mid-year estimates for females (millions);1.0549
Latvia;2017;Sex ratio (males per 100 females);84.9528
Latvia;2017;Population aged 0 to 14 years old (percentage);15.5763
Latvia;2017;Population aged 60+ years old (percentage);26.4714
Latvia;2017;Population density;31.3681
Latvia;2017;Surface area (thousand km2);64.5730
Latvia;2019;Population mid-year estimates (millions);1.9067
Latvia;2019;Population mid-year estimates for males (millions);0.8779
Latvia;2019;Population mid-year estimates for females (millions);1.0288
Latvia;2019;Sex ratio (males per 100 females);85.3378
Latvia;2019;Population aged 0 to 14 years old (percentage);16.3078
Latvia;2019;Population aged 60+ years old (percentage);27.1487
Latvia;2019;Population density;30.6550
Lebanon;2005;Population mid-year estimates (millions);4.6988
Lebanon;2005;Population mid-year estimates for males (millions);2.3906
Lebanon;2005;Population mid-year estimates for females (millions);2.3082
Lebanon;2005;Sex ratio (males per 100 females);103.5678
Lebanon;2005;Population aged 0 to 14 years old (percentage);30.3474
Lebanon;2005;Population aged 60+ years old (percentage);8.1414
Lebanon;2005;Population density;459.3121
Lebanon;2010;Population mid-year estimates (millions);4.9531
Lebanon;2010;Population mid-year estimates for males (millions);2.5157
Lebanon;2010;Population mid-year estimates for females (millions);2.4374
Lebanon;2010;Sex ratio (males per 100 females);103.2118
Lebanon;2010;Population aged 0 to 14 years old (percentage);25.8164
Lebanon;2010;Population aged 60+ years old (percentage);9.1977
Lebanon;2010;Population density;484.1702
Lebanon;2017;Population mid-year estimates (millions);6.8194
Lebanon;2017;Population mid-year estimates for males (millions);3.4293
Lebanon;2017;Population mid-year estimates for females (millions);3.3901
Lebanon;2017;Sex ratio (males per 100 females);101.1578
Lebanon;2017;Population aged 0 to 14 years old (percentage);26.5880
Lebanon;2017;Population aged 60+ years old (percentage);10.1309
Lebanon;2017;Population density;666.6054
Lebanon;2017;Surface area (thousand km2);10.4520
Lebanon;2019;Population mid-year estimates (millions);6.8557
Lebanon;2019;Population mid-year estimates for males (millions);3.4492
Lebanon;2019;Population mid-year estimates for females (millions);3.4065
Lebanon;2019;Sex ratio (males per 100 females);101.2559
Lebanon;2019;Population aged 0 to 14 years old (percentage);25.5722
Lebanon;2019;Population aged 60+ years old (percentage);10.8001
Lebanon;2019;Population density;670.1577
Lesotho;2005;Population mid-year estimates (millions);1.9961
Lesotho;2005;Population mid-year estimates for males (millions);0.9642
Lesotho;2005;Population mid-year estimates for females (millions);1.0319
Lesotho;2005;Sex ratio (males per 100 females);93.4387
Lesotho;2005;Population aged 0 to 14 years old (percentage);37.1595
Lesotho;2005;Population aged 60+ years old (percentage);6.4656
Lesotho;2005;Population density;65.7482
Lesotho;2010;Population mid-year estimates (millions);1.9956
Lesotho;2010;Population mid-year estimates for males (millions);0.9699
Lesotho;2010;Population mid-year estimates for females (millions);1.0257
Lesotho;2010;Sex ratio (males per 100 females);94.5623
Lesotho;2010;Population aged 0 to 14 years old (percentage);34.8872
Lesotho;2010;Population aged 60+ years old (percentage);7.0127
Lesotho;2010;Population density;65.7306
Lesotho;2017;Population mid-year estimates (millions);2.0915
Lesotho;2017;Population mid-year estimates for males (millions);1.0302
Lesotho;2017;Population mid-year estimates for females (millions);1.0614
Lesotho;2017;Sex ratio (males per 100 females);97.0596
Lesotho;2017;Population aged 0 to 14 years old (percentage);32.9814
Lesotho;2017;Population aged 60+ years old (percentage);7.3551
Lesotho;2017;Population density;68.8911
Lesotho;2017;Surface area (thousand km2);30.3550
Lesotho;2019;Population mid-year estimates (millions);2.1253
Lesotho;2019;Population mid-year estimates for males (millions);1.0479
Lesotho;2019;Population mid-year estimates for females (millions);1.0773
Lesotho;2019;Sex ratio (males per 100 females);97.2730
Lesotho;2019;Population aged 0 to 14 years old (percentage);32.4669
Lesotho;2019;Population aged 60+ years old (percentage);7.4737
Lesotho;2019;Population density;70.0022
Liberia;2005;Population mid-year estimates (millions);3.2181
Liberia;2005;Population mid-year estimates for males (millions);1.6090
Liberia;2005;Population mid-year estimates for females (millions);1.6091
Liberia;2005;Sex ratio (males per 100 females);99.9922
Liberia;2005;Population aged 0 to 14 years old (percentage);42.8670
Liberia;2005;Population aged 60+ years old (percentage);5.3009
Liberia;2005;Population density;33.4107
Liberia;2010;Population mid-year estimates (millions);3.8914
Liberia;2010;Population mid-year estimates for males (millions);1.9484
Liberia;2010;Population mid-year estimates for females (millions);1.9430
Liberia;2010;Sex ratio (males per 100 females);100.2796
Liberia;2010;Population aged 0 to 14 years old (percentage);43.0343
Liberia;2010;Population aged 60+ years old (percentage);4.9806
Liberia;2010;Population density;40.4003
Liberia;2017;Population mid-year estimates (millions);4.7022
Liberia;2017;Population mid-year estimates for males (millions);2.3610
Liberia;2017;Population mid-year estimates for females (millions);2.3412
Liberia;2017;Sex ratio (males per 100 females);100.8466
Liberia;2017;Population aged 0 to 14 years old (percentage);41.4787
Liberia;2017;Population aged 60+ years old (percentage);5.0845
Liberia;2017;Population density;48.8188
Liberia;2017;Surface area (thousand km2);111.3690
Liberia;2019;Population mid-year estimates (millions);4.9374
Liberia;2019;Population mid-year estimates for males (millions);2.4811
Liberia;2019;Population mid-year estimates for females (millions);2.4563
Liberia;2019;Sex ratio (males per 100 females);101.0120
Liberia;2019;Population aged 0 to 14 years old (percentage);40.7529
Liberia;2019;Population aged 60+ years old (percentage);5.1859
Liberia;2019;Population density;51.2601
Libya;2005;Population mid-year estimates (millions);5.7986
Libya;2005;Population mid-year estimates for males (millions);2.9897
Libya;2005;Population mid-year estimates for females (millions);2.8089
Libya;2005;Sex ratio (males per 100 females);106.4346
Libya;2005;Population aged 0 to 14 years old (percentage);30.1659
Libya;2005;Population aged 60+ years old (percentage);5.9080
Libya;2005;Population density;3.2955
Libya;2010;Population mid-year estimates (millions);6.1977
Libya;2010;Population mid-year estimates for males (millions);3.1642
Libya;2010;Population mid-year estimates for females (millions);3.0334
Libya;2010;Sex ratio (males per 100 females);104.3129
Libya;2010;Population aged 0 to 14 years old (percentage);28.7530
Libya;2010;Population aged 60+ years old (percentage);5.9416
Libya;2010;Population density;3.5223
Libya;2017;Population mid-year estimates (millions);6.5807
Libya;2017;Population mid-year estimates for males (millions);3.3256
Libya;2017;Population mid-year estimates for females (millions);3.2551
Libya;2017;Sex ratio (males per 100 females);102.1651
Libya;2017;Population aged 0 to 14 years old (percentage);28.5394
Libya;2017;Population aged 60+ years old (percentage);6.5022
Libya;2017;Population density;3.7400
Libya;2017;Surface area (thousand km2);1676.1980
Libya;2019;Population mid-year estimates (millions);6.7775
Libya;2019;Population mid-year estimates for males (millions);3.4226
Libya;2019;Population mid-year estimates for females (millions);3.3548
Libya;2019;Sex ratio (males per 100 females);102.0205
Libya;2019;Population aged 0 to 14 years old (percentage);28.0683
Libya;2019;Population aged 60+ years old (percentage);6.7482
Libya;2019;Population density;3.8518
Liechtenstein;2005;Population mid-year estimates (millions);0.0349
Liechtenstein;2005;Sex ratio (males per 100 females);96.9718
Liechtenstein;2005;Population aged 0 to 14 years old (percentage);17.5333
Liechtenstein;2005;Population aged 60+ years old (percentage);16.8394
Liechtenstein;2005;Population density;217.8250
Liechtenstein;2010;Population mid-year estimates (millions);0.0360
Liechtenstein;2010;Sex ratio (males per 100 females);97.9357
Liechtenstein;2010;Population aged 0 to 14 years old (percentage);15.9755
Liechtenstein;2010;Population aged 60+ years old (percentage);20.1084
Liechtenstein;2010;Population density;225.0188
Liechtenstein;2016;Population mid-year estimates (millions);0.0377
Liechtenstein;2016;Sex ratio (males per 100 females);98.4073
Liechtenstein;2016;Population aged 0 to 14 years old (percentage);14.9115
Liechtenstein;2016;Population aged 60+ years old (percentage);22.7394
Liechtenstein;2016;Population density;235.4125
Liechtenstein;2017;Population mid-year estimates (millions);0.0379
Liechtenstein;2017;Population density;237.0125
Liechtenstein;2017;Surface area (thousand km2);0.1600
Liechtenstein;2019;Population mid-year estimates (millions);0.0380
Liechtenstein;2019;Population density;237.6188
Lithuania;2005;Population mid-year estimates (millions);3.3443
Lithuania;2005;Population mid-year estimates for males (millions);1.5536
Lithuania;2005;Population mid-year estimates for females (millions);1.7907
Lithuania;2005;Sex ratio (males per 100 females);86.7585
Lithuania;2005;Population aged 0 to 14 years old (percentage);16.7730
Lithuania;2005;Population aged 60+ years old (percentage);21.1448
Lithuania;2005;Population density;53.3597
Lithuania;2010;Population mid-year estimates (millions);3.1238
Lithuania;2010;Population mid-year estimates for males (millions);1.4380
Lithuania;2010;Population mid-year estimates for females (millions);1.6859
Lithuania;2010;Sex ratio (males per 100 females);85.2944
Lithuania;2010;Population aged 0 to 14 years old (percentage);14.7654
Lithuania;2010;Population aged 60+ years old (percentage);22.3867
Lithuania;2010;Population density;49.8423
Lithuania;2017;Population mid-year estimates (millions);2.8454
Lithuania;2017;Population mid-year estimates for males (millions);1.3132
Lithuania;2017;Population mid-year estimates for females (millions);1.5322
Lithuania;2017;Sex ratio (males per 100 females);85.7032
Lithuania;2017;Population aged 0 to 14 years old (percentage);14.7275
Lithuania;2017;Population aged 60+ years old (percentage);25.7359
Lithuania;2017;Population density;45.4002
Lithuania;2017;Surface area (thousand km2);65.2860
Lithuania;2019;Population mid-year estimates (millions);2.7596
Lithuania;2019;Population mid-year estimates for males (millions);1.2765
Lithuania;2019;Population mid-year estimates for females (millions);1.4832
Lithuania;2019;Sex ratio (males per 100 females);86.0650
Lithuania;2019;Population aged 0 to 14 years old (percentage);15.1355
Lithuania;2019;Population aged 60+ years old (percentage);26.8613
Lithuania;2019;Population density;44.0314
Luxembourg;2005;Population mid-year estimates (millions);0.4578
Luxembourg;2005;Population mid-year estimates for males (millions);0.2259
Luxembourg;2005;Population mid-year estimates for females (millions);0.2319
Luxembourg;2005;Sex ratio (males per 100 females);97.4223
Luxembourg;2005;Population aged 0 to 14 years old (percentage);18.6226
Luxembourg;2005;Population aged 60+ years old (percentage);19.0046
Luxembourg;2005;Population density;176.7730
Luxembourg;2010;Population mid-year estimates (millions);0.5079
Luxembourg;2010;Population mid-year estimates for males (millions);0.2523
Luxembourg;2010;Population mid-year estimates for females (millions);0.2556
Luxembourg;2010;Sex ratio (males per 100 females);98.7104
Luxembourg;2010;Population aged 0 to 14 years old (percentage);17.6440
Luxembourg;2010;Population aged 60+ years old (percentage);18.9543
Luxembourg;2010;Population density;196.0961
Luxembourg;2017;Population mid-year estimates (millions);0.5919
Luxembourg;2017;Population mid-year estimates for males (millions);0.2982
Luxembourg;2017;Population mid-year estimates for females (millions);0.2937
Luxembourg;2017;Sex ratio (males per 100 females);101.5253
Luxembourg;2017;Population aged 0 to 14 years old (percentage);16.0651
Luxembourg;2017;Population aged 60+ years old (percentage);19.3638
Luxembourg;2017;Population density;228.5367
Luxembourg;2017;Surface area (thousand km2);2.5860
Luxembourg;2019;Population mid-year estimates (millions);0.6157
Luxembourg;2019;Population mid-year estimates for males (millions);0.3111
Luxembourg;2019;Population mid-year estimates for females (millions);0.3046
Luxembourg;2019;Sex ratio (males per 100 females);102.1305
Luxembourg;2019;Population aged 0 to 14 years old (percentage);15.7072
Luxembourg;2019;Population aged 60+ years old (percentage);19.7200
Luxembourg;2019;Population density;237.7332
Madagascar;2005;Population mid-year estimates (millions);18.3367
Madagascar;2005;Population mid-year estimates for males (millions);9.1305
Madagascar;2005;Population mid-year estimates for females (millions);9.2062
Madagascar;2005;Sex ratio (males per 100 females);99.1773
Madagascar;2005;Population aged 0 to 14 years old (percentage);44.7119
Madagascar;2005;Population aged 60+ years old (percentage);4.3946
Madagascar;2005;Population density;31.5175
Madagascar;2010;Population mid-year estimates (millions);21.1516
Madagascar;2010;Population mid-year estimates for males (millions);10.5363
Madagascar;2010;Population mid-year estimates for females (millions);10.6153
Madagascar;2010;Sex ratio (males per 100 females);99.2553
Madagascar;2010;Population aged 0 to 14 years old (percentage);43.5222
Madagascar;2010;Population aged 60+ years old (percentage);4.3410
Madagascar;2010;Population density;36.3558
Madagascar;2017;Population mid-year estimates (millions);25.5705
